2.330221072607994211e+04	2.528332049005185240e+02	1.491827744555036588e+03	1.143140611559693070e+03	2.784329816814395713e+02	4.987140505618812654e+02	3.421021177035671599e+02	7.646559009520502741e+02	-5.361587179926650606e+02	-5.235812016713523320e+01	3.150618482684862798e+01	1.130847503420098654e+01	1.153781927637487215e-09
1.626080932189489204e+03	1.529526825797730538e+01	-1.229095374646699611e+03	-1.576700269792908102e+03	-8.977175693087049240e+02	-1.744259199783354688e+03	-2.025802090365531058e+03	-5.288853387886393648e+03	4.400337300588830658e+03	4.647910560615732720e+02	-2.811359569799418523e+02	-1.710630052053645613e+02	-1.337681059671025352e-09
-2.088405781099071646e+03	-1.031008719470235917e+02	-2.534313798730728649e+03	-4.117735443107842002e+03	1.104580904110718984e+04	2.942471993270612984e+03	7.341509367473962584e+02	2.404552275059047020e+02	3.437351591621596185e+02	8.726268341803832129e+01	-6.311721066614170184e+01	-5.667114057428134544e+01	4.194818981973283400e-09
-1.719297158106611960e+03	-1.899450193265834086e+00	-1.559191399056680893e+03	-1.848874644156421937e+03	-9.211894207756710102e+02	-1.562161599003168021e+03	-1.476125455913925180e+03	-1.048151868059599337e+03	-3.613779928308058516e+03	4.211787067392074277e+03	-9.746933264587842132e+02	-3.657585631953951406e+02	-1.763288676528973475e-09
-3.476842389720941355e+03	-1.347643617513366553e+04	1.142560766827026055e+04	2.740605860357529309e+03	3.295546696243695237e+02	4.980514129380110262e+02	1.290028801198671999e+02	8.482471997367846939e+01	1.014943925880555611e+02	2.053576647223075113e+01	-1.522104155844893292e+01	-1.984742429478147230e+01	1.184835231923114796e-08
-1.788773690583537245e+03	-8.954710837669789214e+01	-1.778344073779489008e+03	-2.276150456054856477e+03	-1.488250481340560782e+03	-4.527392589993966794e+03	7.834660730492690163e+03	8.286707413061119496e+02	8.765823237154002072e+02	1.951755222374854668e+02	-1.239832457907335481e+02	-1.021533803669453420e+02	-4.099347859862906285e-10
-1.849031353840169459e+03	2.341933382809952846e+01	-1.774114259668142267e+03	-2.190838072642857696e+03	-1.274328336172177387e+03	-2.401606045544680001e+03	-3.851698748219374011e+03	5.694832742893669092e+03	2.741131489193513517e+03	4.915185672077403183e+02	-3.059930174462375021e+02	-1.841567154526035495e+02	-5.616021753977046282e-09
-2.095236358813806874e+03	1.701554456133351323e+00	-2.376354966520141261e+03	-3.441426872210711281e+03	-5.593877719123085626e+03	8.907407099984726301e+03	1.448895590224570924e+03	3.255739890544990089e+02	5.291434488892908803e+02	1.521856700467524774e+02	-1.075576022390765729e+02	-8.054399660489937673e+01	-6.650147596444153097e-09
-1.751105163339317414e+03	3.693171156980888270e+01	-1.554177575670691795e+03	-1.818984414285341700e+03	-8.995722223548845022e+02	-1.338740781519731627e+03	-1.260133103092636020e+03	-6.083526487507460843e+02	-1.724220267413431429e+03	-1.348972689416957110e+03	3.905725973717657325e+03	-9.630970619681810376e+02	-4.891621925226519174e-09
-1.731834804554037191e+03	1.968598730112644191e+01	-1.557307944913211486e+03	-1.833240801631939803e+03	-9.117080122390407269e+02	-1.435880252422151443e+03	-1.332732694906214419e+03	-7.539263491787555722e+02	-2.302258159660866568e+03	-3.702483581493164820e+03	-2.738457172933027323e+03	-5.259981863672948066e+02	-4.724197227422982648e-09
-3.934030535946293639e+03	1.388185942050863559e+04	1.071352701866075040e+04	3.202578967084405576e+03	4.272165121137664414e+02	5.148355527549647377e+02	2.027103923254718723e+02	8.047433343240787451e+01	1.241914477996886887e+02	3.422361668901032772e+01	-2.568404854959091566e+01	-2.483173953586993576e+01	6.133218991271477405e-09
-1.700711158221368350e+03	3.705276462660210512e+01	-1.474123374031623825e+03	-1.695554858362837649e+03	-8.003011690322529148e+02	-1.150877563342374515e+03	-1.010336997902701000e+03	-4.370479733870394057e+02	-1.101116861340992273e+03	-5.950669619069044529e+02	7.291970433516273715e+02	2.513826065783414379e+03	-5.045272131933703497e-09
-2.793023264044238658e+03	-5.977956397982608223e+02	-7.793939664468623050e+03	1.371318039324405254e+04	7.059317258195990235e+02	7.994379220992237833e+02	2.653064427868270627e+02	1.168445721442075751e+02	1.609183727790893670e+02	4.140140345924400833e+01	-3.058657927416264144e+01	-3.101332725199713281e+01	7.107989429032748885e-09
